,,Minutes,replicate 1 ,replicate 2 ,replicate 3
55:27:03,1309,21.81666667,0.86,0.77,0.91
55:27:04,1310,21.83333333,0.86,0.77,0.92
55:27:05,1311,21.85,0.85,0.77,0.88
55:27:06,1312,21.86666667,0.85,0.77,0.85
55:27:07,1313,21.88333333,0.85,0.77,0.88
55:27:08,1314,21.9,0.86,0.77,0.92
55:27:09,1315,21.91666667,0.86,0.77,0.91
55:27:10,1316,21.93333333,0.85,0.77,0.85
55:27:11,1317,21.95,0.85,0.77,0.85
55:27:12,1318,21.96666667,0.86,0.77,0.9
55:27:13,1319,21.98333333,0.86,0.77,0.92
55:27:14,1320,22,0.85,0.77,0.89
55:27:15,1321,22.01666667,0.85,0.77,0.85
55:27:16,1322,22.03333333,0.85,0.77,0.86
55:27:17,1323,22.05,0.85,0.77,0.91
55:27:18,1324,22.06666667,0.85,0.77,0.92
55:27:19,1325,22.08333333,0.84,0.77,0.87
55:27:20,1326,22.1,0.83,0.77,0.85
55:27:21,1327,22.11666667,0.83,0.77,0.87
55:27:22,1328,22.13333333,0.82,0.77,0.91
55:27:23,1329,22.15,0.81,0.77,0.9
55:27:24,1330,22.16666667,0.8,0.77,0.86
55:27:25,1331,22.18333333,0.78,0.77,0.84
55:27:26,1332,22.2,0.78,0.77,0.88
55:27:27,1333,22.21666667,0.77,0.77,0.91
55:27:28,1334,22.23333333,0.76,0.76,0.88
55:27:29,1335,22.25,0.75,0.76,0.84
55:27:30,1336,22.26666667,0.75,0.76,0.85
55:27:31,1337,22.28333333,0.74,0.76,0.9
55:27:32,1338,22.3,0.74,0.76,0.9
55:27:33,1339,22.31666667,0.74,0.76,0.85
55:27:34,1340,22.33333333,0.73,0.76,0.84
55:27:35,1341,22.35,0.73,0.76,0.87
55:27:36,1342,22.36666667,0.72,0.76,0.9
55:27:37,1343,22.38333333,0.72,0.76,0.88
55:27:38,1344,22.4,0.71,0.76,0.83
55:27:39,1345,22.41666667,0.71,0.76,0.83
55:27:40,1346,22.43333333,0.7,0.76,0.88
55:27:41,1347,22.45,0.7,0.76,0.9
55:27:42,1348,22.46666667,0.7,0.76,0.87
55:27:43,1349,22.48333333,0.69,0.76,0.83
55:27:44,1350,22.5,0.69,0.76,0.83
55:27:45,1351,22.51666667,0.68,0.76,0.88
55:27:46,1352,22.53333333,0.68,0.76,0.9
55:27:47,1353,22.55,0.67,0.76,0.87
55:27:48,1354,22.56666667,0.67,0.76,0.83
55:27:49,1355,22.58333333,0.66,0.76,0.84
55:27:50,1356,22.6,0.66,0.76,0.89
55:27:51,1357,22.61666667,0.66,0.75,0.89
55:27:52,1358,22.63333333,0.65,0.75,0.85
55:27:53,1359,22.65,0.65,0.75,0.82
55:27:54,1360,22.66666667,0.65,0.75,0.86
55:27:55,1361,22.68333333,0.65,0.75,0.9
55:27:56,1362,22.7,0.64,0.75,0.87
55:27:57,1363,22.71666667,0.64,0.75,0.82
55:27:58,1364,22.73333333,0.64,0.75,0.83
55:27:59,1365,22.75,0.64,0.75,0.88
55:28:00,1366,22.76666667,0.64,0.75,0.9
55:28:01,1367,22.78333333,0.63,0.75,0.85
55:28:02,1368,22.8,0.63,0.75,0.82
55:28:03,1369,22.81666667,0.63,0.75,0.85
55:28:04,1370,22.83333333,0.63,0.75,0.89
55:28:05,1371,22.85,0.63,0.75,0.89
55:28:06,1372,22.86666667,0.64,0.75,0.84
55:28:07,1373,22.88333333,0.66,0.75,0.83
55:28:08,1374,22.9,0.67,0.75,0.86
55:28:09,1375,22.91666667,0.69,0.75,0.9
55:28:10,1376,22.93333333,0.7,0.75,0.88
55:28:11,1377,22.95,0.73,0.75,0.83
55:28:12,1378,22.96666667,0.75,0.76,0.84
55:28:13,1379,22.98333333,0.77,0.76,0.9
55:28:14,1380,23,0.78,0.76,0.89
55:28:15,1381,23.01666667,0.79,0.76,0.84
55:28:16,1382,23.03333333,0.8,0.76,0.84
55:28:17,1383,23.05,0.8,0.76,0.89
55:28:18,1384,23.06666667,0.81,0.76,0.9
55:28:19,1385,23.08333333,0.81,0.76,0.85
55:28:20,1386,23.1,0.81,0.76,0.83
55:28:21,1387,23.11666667,0.82,0.76,0.88
55:28:22,1388,23.13333333,0.82,0.76,0.9
55:28:23,1389,23.15,0.82,0.76,0.86
55:28:24,1390,23.16666667,0.82,0.76,0.83
55:28:25,1391,23.18333333,0.83,0.76,0.86
55:28:26,1392,23.2,0.83,0.76,0.9
55:28:27,1393,23.21666667,0.83,0.76,0.88
55:28:28,1394,23.23333333,0.83,0.76,0.83
55:28:29,1395,23.25,0.83,0.76,0.84
55:28:30,1396,23.26666667,0.83,0.76,0.89
55:28:31,1397,23.28333333,0.84,0.76,0.9
55:28:32,1398,23.3,0.84,0.76,0.85
55:28:33,1399,23.31666667,0.84,0.76,0.83
55:28:34,1400,23.33333333,0.84,0.76,0.87
55:28:35,1401,23.35,0.84,0.76,0.9
55:28:36,1402,23.36666667,0.84,0.76,0.88
55:28:37,1403,23.38333333,0.84,0.76,0.83
55:28:38,1404,23.4,0.84,0.76,0.84
55:28:39,1405,23.41666667,0.84,0.76,0.89
55:28:40,1406,23.43333333,0.84,0.76,0.9
55:28:41,1407,23.45,0.84,0.76,0.86
55:28:42,1408,23.46666667,0.84,0.76,0.83
55:28:43,1409,23.48333333,0.84,0.76,0.84
55:28:44,1410,23.5,0.84,0.76,0.89
55:28:45,1411,23.51666667,0.84,0.76,0.89
55:28:46,1412,23.53333333,0.84,0.76,0.86
55:28:47,1413,23.55,0.84,0.76,0.83
55:28:48,1414,23.56666667,0.84,0.76,0.84
55:28:49,1415,23.58333333,0.84,0.76,0.89
55:28:50,1416,23.6,0.83,0.76,0.89
55:28:51,1417,23.61666667,0.82,0.76,0.84
55:28:52,1418,23.63333333,0.83,0.76,0.82
55:28:53,1419,23.65,0.83,0.76,0.85
55:28:54,1420,23.66666667,0.84,0.76,0.89
55:28:55,1421,23.68333333,0.84,0.76,0.88
55:28:56,1422,23.7,0.84,0.76,0.83
55:28:57,1423,23.71666667,0.84,0.76,0.82
55:28:58,1424,23.73333333,0.84,0.76,0.86
55:28:59,1425,23.75,0.84,0.76,0.89
55:29:00,1426,23.76666667,0.84,0.76,0.87
55:29:01,1427,23.78333333,0.84,0.76,0.83
55:29:02,1428,23.8,0.84,0.76,0.83
55:29:03,1429,23.81666667,0.84,0.76,0.87
55:29:04,1430,23.83333333,0.84,0.76,0.89
55:29:05,1431,23.85,0.84,0.76,0.86
55:29:06,1432,23.86666667,0.83,0.76,0.82
55:29:07,1433,23.88333333,0.83,0.76,0.83
55:29:08,1434,23.9,0.84,0.76,0.88
55:29:09,1435,23.91666667,0.84,0.76,0.89
55:29:10,1436,23.93333333,0.84,0.76,0.85
55:29:11,1437,23.95,0.84,0.76,0.82
55:29:12,1438,23.96666667,0.84,0.76,0.85
55:29:13,1439,23.98333333,0.84,0.75,0.89
55:29:14,1440,24,0.84,0.75,0.89
55:29:15,1441,24.01666667,0.84,0.75,0.84
55:29:16,1442,24.03333333,0.84,0.75,0.82
55:29:17,1443,24.05,0.84,0.75,0.87
55:29:18,1444,24.06666667,0.84,0.75,0.89
55:29:19,1445,24.08333333,0.84,0.75,0.86
55:29:20,1446,24.1,0.84,0.75,0.82
55:29:21,1447,24.11666667,0.84,0.75,0.85
55:29:22,1448,24.13333333,0.84,0.75,0.89
55:29:23,1449,24.15,0.84,0.75,0.87
55:29:24,1450,24.16666667,0.84,0.75,0.83
55:29:25,1451,24.18333333,0.84,0.75,0.84
55:29:26,1452,24.2,0.84,0.75,0.88
55:29:27,1453,24.21666667,0.84,0.75,0.88
55:29:28,1454,24.23333333,0.84,0.75,0.84
55:29:29,1455,24.25,0.84,0.75,0.83
55:29:30,1456,24.26666667,0.84,0.75,0.87
55:29:31,1457,24.28333333,0.84,0.75,0.89
55:29:32,1458,24.3,0.84,0.75,0.85
55:29:33,1459,24.31666667,0.84,0.75,0.82
55:29:34,1460,24.33333333,0.84,0.75,0.86
55:29:35,1461,24.35,0.84,0.75,0.89
55:29:36,1462,24.36666667,0.83,0.75,0.87
55:29:37,1463,24.38333333,0.82,0.75,0.83
55:29:38,1464,24.4,0.8,0.75,0.82
55:29:39,1465,24.41666667,0.8,0.75,0.86
55:29:40,1466,24.43333333,0.8,0.75,0.89
55:29:41,1467,24.45,0.81,0.75,0.88
55:29:42,1468,24.46666667,0.82,0.75,0.83
55:29:43,1469,24.48333333,0.82,0.75,0.82
55:29:44,1470,24.5,0.83,0.75,0.86
55:29:45,1471,24.51666667,0.83,0.75,0.89
55:29:46,1472,24.53333333,0.83,0.75,0.87
55:29:47,1473,24.55,0.83,0.75,0.83
55:29:48,1474,24.56666667,0.83,0.75,0.82
55:29:49,1475,24.58333333,0.83,0.75,0.86
55:29:50,1476,24.6,0.84,0.75,0.88
55:29:51,1477,24.61666667,0.84,0.75,0.86
55:29:52,1478,24.63333333,0.83,0.75,0.81
55:29:53,1479,24.65,0.83,0.75,0.82
55:29:54,1480,24.66666667,0.84,0.75,0.86
55:29:55,1481,24.68333333,0.84,0.75,0.88
55:29:56,1482,24.7,0.84,0.75,0.84
55:29:57,1483,24.71666667,0.84,0.75,0.81
55:29:58,1484,24.73333333,0.84,0.75,0.82
55:29:59,1485,24.75,0.84,0.75,0.87
55:30:00,1486,24.76666667,0.84,0.75,0.88
55:30:01,1487,24.78333333,0.84,0.75,0.84
55:30:02,1488,24.8,0.84,0.75,0.81
55:30:03,1489,24.81666667,0.84,0.75,0.83
55:30:04,1490,24.83333333,0.84,0.75,0.87
55:30:05,1491,24.85,0.84,0.75,0.87
55:30:06,1492,24.86666667,0.84,0.75,0.83
55:30:07,1493,24.88333333,0.84,0.75,0.81
55:30:08,1494,24.9,0.84,0.75,0.84
55:30:09,1495,24.91666667,0.83,0.75,0.88
55:30:10,1496,24.93333333,0.83,0.74,0.85
55:30:11,1497,24.95,0.82,0.74,0.81
55:30:12,1498,24.96666667,0.81,0.74,0.84
55:30:13,1499,24.98333333,0.8,0.74,0.88
55:30:14,1500,25,0.79,0.74,0.85
55:30:15,1501,25.01666667,0.78,0.74,0.81
55:30:16,1502,25.03333333,0.77,0.74,0.82
55:30:17,1503,25.05,0.76,0.74,0.87
55:30:18,1504,25.06666667,0.75,0.74,0.86
55:30:19,1505,25.08333333,0.74,0.74,0.81
55:30:20,1506,25.1,0.73,0.74,0.82
55:30:21,1507,25.11666667,0.72,0.74,0.87
55:30:22,1508,25.13333333,0.71,0.74,0.86
55:30:23,1509,25.15,0.7,0.74,0.81
55:30:24,1510,25.16666667,0.7,0.74,0.83
55:30:25,1511,25.18333333,0.69,0.74,0.87
55:30:26,1512,25.2,0.68,0.73,0.85
55:30:27,1513,25.21666667,0.67,0.73,0.81
55:30:28,1514,25.23333333,0.67,0.73,0.83
55:30:29,1515,25.25,0.67,0.73,0.87
55:30:30,1516,25.26666667,0.66,0.73,0.85
55:30:31,1517,25.28333333,0.66,0.73,0.81
55:30:32,1518,25.3,0.65,0.73,0.83
55:30:33,1519,25.31666667,0.65,0.73,0.88
55:30:34,1520,25.33333333,0.65,0.73,0.85
55:30:35,1521,25.35,0.64,0.73,0.8
55:30:36,1522,25.36666667,0.64,0.73,0.82
55:30:37,1523,25.38333333,0.64,0.73,0.87
55:30:38,1524,25.4,0.64,0.73,0.86
55:30:39,1525,25.41666667,0.63,0.73,0.8
55:30:40,1526,25.43333333,0.63,0.73,0.81
55:30:41,1527,25.45,0.63,0.73,0.87
55:30:42,1528,25.46666667,0.63,0.73,0.86
55:30:43,1529,25.48333333,0.63,0.73,0.81
55:30:44,1530,25.5,0.62,0.73,0.81
55:30:45,1531,25.51666667,0.62,0.73,0.86
55:30:46,1532,25.53333333,0.62,0.73,0.86
55:30:47,1533,25.55,0.62,0.73,0.81
55:30:48,1534,25.56666667,0.62,0.73,0.81
55:30:49,1535,25.58333333,0.62,0.73,0.86
55:30:50,1536,25.6,0.62,0.73,0.86
55:30:51,1537,25.61666667,0.62,0.73,0.81
55:30:52,1538,25.63333333,0.62,0.73,0.81
55:30:53,1539,25.65,0.62,0.73,0.86
55:30:54,1540,25.66666667,0.62,0.73,0.86
55:30:55,1541,25.68333333,0.62,0.73,0.81
55:30:56,1542,25.7,0.62,0.73,0.81
55:30:57,1543,25.71666667,0.63,0.73,0.85
55:30:58,1544,25.73333333,0.66,0.73,0.86
55:30:59,1545,25.75,0.69,0.73,0.81
55:31:00,1546,25.76666667,0.72,0.73,0.8
55:31:01,1547,25.78333333,0.74,0.73,0.85
55:31:02,1548,25.8,0.76,0.73,0.86
55:31:03,1549,25.81666667,0.76,0.73,0.82
55:31:04,1550,25.83333333,0.77,0.73,0.8
55:31:05,1551,25.85,0.77,0.73,0.85
55:31:06,1552,25.86666667,0.78,0.74,0.87
55:31:07,1553,25.88333333,0.79,0.74,0.83
55:31:08,1554,25.9,0.79,0.74,0.8
55:31:09,1555,25.91666667,0.8,0.74,0.84
55:31:10,1556,25.93333333,0.8,0.74,0.87
55:31:11,1557,25.95,0.8,0.74,0.83
55:31:12,1558,25.96666667,0.81,0.74,0.8
55:31:13,1559,25.98333333,0.81,0.74,0.86
55:31:14,1560,26,0.81,0.74,0.87
55:31:15,1561,26.01666667,0.81,0.74,0.81
55:31:16,1562,26.03333333,0.81,0.74,0.81
55:31:17,1563,26.05,0.82,0.74,0.86
55:31:18,1564,26.06666667,0.82,0.74,0.86
55:31:19,1565,26.08333333,0.82,0.74,0.81
55:31:20,1566,26.1,0.82,0.74,0.81
55:31:21,1567,26.11666667,0.82,0.74,0.86
55:31:22,1568,26.13333333,0.81,0.74,0.86
55:31:23,1569,26.15,0.81,0.74,0.8
55:31:24,1570,26.16666667,0.81,0.74,0.81
55:31:25,1571,26.18333333,0.81,0.74,0.87
55:31:26,1572,26.2,0.81,0.74,0.85
55:31:27,1573,26.21666667,0.81,0.74,0.8
55:31:28,1574,26.23333333,0.8,0.74,0.83
55:31:29,1575,26.25,0.8,0.73,0.87
55:31:30,1576,26.26666667,0.79,0.73,0.83
55:31:31,1577,26.28333333,0.78,0.73,0.8
55:31:32,1578,26.3,0.78,0.73,0.86
55:31:33,1579,26.31666667,0.77,0.73,0.86
55:31:34,1580,26.33333333,0.77,0.73,0.8
55:31:35,1581,26.35,0.76,0.73,0.81
55:31:36,1582,26.36666667,0.76,0.73,0.87
55:31:37,1583,26.38333333,0.75,0.73,0.84
55:31:38,1584,26.4,0.74,0.73,0.8
55:31:39,1585,26.41666667,0.73,0.73,0.83
55:31:40,1586,26.43333333,0.72,0.73,0.87
55:31:41,1587,26.45,0.72,0.73,0.83
55:31:42,1588,26.46666667,0.72,0.73,0.79
55:31:43,1589,26.48333333,0.72,0.73,0.81
55:31:44,1590,26.5,0.73,0.73,0.86
55:31:45,1591,26.51666667,0.74,0.73,0.85
55:31:46,1592,26.53333333,0.74,0.73,0.8
55:31:47,1593,26.55,0.75,0.73,0.8
55:31:48,1594,26.56666667,0.76,0.73,0.86
55:31:49,1595,26.58333333,0.78,0.73,0.86
55:31:50,1596,26.6,0.79,0.73,0.81
55:31:51,1597,26.61666667,0.79,0.73,0.8
55:31:52,1598,26.63333333,0.8,0.73,0.85
55:31:53,1599,26.65,0.8,0.73,0.86
55:31:54,1600,26.66666667,0.81,0.73,0.82
55:31:55,1601,26.68333333,0.81,0.73,0.8
55:31:56,1602,26.7,0.81,0.73,0.83
55:31:57,1603,26.71666667,0.81,0.73,0.87
55:31:58,1604,26.73333333,0.81,0.73,0.85
55:31:59,1605,26.75,0.81,0.73,0.8
55:32:00,1606,26.76666667,0.82,0.73,0.81
55:32:01,1607,26.78333333,0.82,0.73,0.86
55:32:02,1608,26.8,0.82,0.73,0.86
55:32:03,1609,26.81666667,0.82,0.73,0.81
55:32:04,1610,26.83333333,0.82,0.73,0.8
55:32:05,1611,26.85,0.82,0.73,0.84
55:32:06,1612,26.86666667,0.82,0.73,0.87
55:32:07,1613,26.88333333,0.82,0.73,0.82
55:32:08,1614,26.9,0.82,0.73,0.8
55:32:09,1615,26.91666667,0.82,0.73,0.83
55:32:10,1616,26.93333333,0.82,0.73,0.86
55:32:11,1617,26.95,0.82,0.73,0.84
55:32:12,1618,26.96666667,0.82,0.73,0.8
55:32:13,1619,26.98333333,0.82,0.73,0.81
55:32:14,1620,27,0.82,0.73,0.86
55:32:15,1621,27.01666667,0.81,0.73,0.85
55:32:16,1622,27.03333333,0.8,0.73,0.8
55:32:17,1623,27.05,0.79,0.73,0.8
55:32:18,1624,27.06666667,0.79,0.73,0.85
55:32:19,1625,27.08333333,0.78,0.73,0.86
55:32:20,1626,27.1,0.78,0.72,0.82
55:32:21,1627,27.11666667,0.78,0.72,0.79
55:32:22,1628,27.13333333,0.77,0.72,0.81
55:32:23,1629,27.15,0.77,0.72,0.85
55:32:24,1630,27.16666667,0.77,0.72,0.85
55:32:25,1631,27.18333333,0.78,0.72,0.81
55:32:26,1632,27.2,0.78,0.72,0.79
55:32:27,1633,27.21666667,0.78,0.72,0.83
55:32:28,1634,27.23333333,0.79,0.72,0.86
55:32:29,1635,27.25,0.8,0.72,0.84
55:32:30,1636,27.26666667,0.8,0.72,0.8
55:32:31,1637,27.28333333,0.81,0.73,0.8
55:32:32,1638,27.3,0.81,0.73,0.85
55:32:33,1639,27.31666667,0.81,0.73,0.86
55:32:34,1640,27.33333333,0.81,0.73,0.82
55:32:35,1641,27.35,0.81,0.73,0.79
55:32:36,1642,27.36666667,0.82,0.73,0.82
55:32:37,1643,27.38333333,0.82,0.73,0.86
55:32:38,1644,27.4,0.82,0.73,0.85
55:32:39,1645,27.41666667,0.82,0.73,0.8
55:32:40,1646,27.43333333,0.82,0.73,0.79
55:32:41,1647,27.45,0.82,0.73,0.83
55:32:42,1648,27.46666667,0.82,0.73,0.86
55:32:43,1649,27.48333333,0.82,0.73,0.84
55:32:44,1650,27.5,0.82,0.72,0.8
55:32:45,1651,27.51666667,0.82,0.72,0.8
55:32:46,1652,27.53333333,0.82,0.73,0.84
55:32:47,1653,27.55,0.82,0.72,0.86
55:32:48,1654,27.56666667,0.82,0.72,0.82
55:32:49,1655,27.58333333,0.82,0.72,0.79
55:32:50,1656,27.6,0.82,0.73,0.83
55:32:51,1657,27.61666667,0.82,0.73,0.86
55:32:52,1658,27.63333333,0.82,0.72,0.82
55:32:53,1659,27.65,0.82,0.72,0.79
55:32:54,1660,27.66666667,0.82,0.72,0.81
55:32:55,1661,27.68333333,0.82,0.72,0.85
55:32:56,1662,27.7,0.82,0.72,0.84
55:32:57,1663,27.71666667,0.82,0.72,0.8
55:32:58,1664,27.73333333,0.82,0.72,0.79
55:32:59,1665,27.75,0.82,0.72,0.84
55:33:00,1666,27.76666667,0.82,0.72,0.85
55:33:01,1667,27.78333333,0.81,0.72,0.82
55:33:02,1668,27.8,0.8,0.72,0.79
55:33:03,1669,27.81666667,0.79,0.72,0.81
55:33:04,1670,27.83333333,0.79,0.72,0.85
55:33:05,1671,27.85,0.78,0.72,0.84
55:33:06,1672,27.86666667,0.78,0.72,0.79
55:33:07,1673,27.88333333,0.78,0.72,0.79
55:33:08,1674,27.9,0.79,0.72,0.84
55:33:09,1675,27.91666667,0.8,0.72,0.85
55:33:10,1676,27.93333333,0.81,0.72,0.82
55:33:11,1677,27.95,0.81,0.72,0.79
55:33:12,1678,27.96666667,0.81,0.72,0.8
55:33:13,1679,27.98333333,0.81,0.72,0.85
55:33:14,1680,28,0.81,0.72,0.85
55:33:15,1681,28.01666667,0.81,0.72,0.8
55:33:16,1682,28.03333333,0.81,0.72,0.78
55:33:17,1683,28.05,0.82,0.72,0.82
55:33:18,1684,28.06666667,0.82,0.72,0.85
55:33:19,1685,28.08333333,0.82,0.72,0.83
55:33:20,1686,28.1,0.82,0.72,0.79
55:33:21,1687,28.11666667,0.82,0.72,0.8
55:33:22,1688,28.13333333,0.82,0.72,0.84
55:33:23,1689,28.15,0.81,0.72,0.84
55:33:24,1690,28.16666667,0.8,0.72,0.8
55:33:25,1691,28.18333333,0.78,0.72,0.79
55:33:26,1692,28.2,0.77,0.72,0.82
55:33:27,1693,28.21666667,0.76,0.72,0.85
55:33:28,1694,28.23333333,0.75,0.71,0.83
55:33:29,1695,28.25,0.74,0.71,0.78
55:33:30,1696,28.26666667,0.73,0.71,0.8
55:33:31,1697,28.28333333,0.72,0.71,0.84
55:33:32,1698,28.3,0.71,0.71,0.84
55:33:33,1699,28.31666667,0.7,0.71,0.8
55:33:34,1700,28.33333333,0.69,0.71,0.77
55:33:35,1701,28.35,0.68,0.71,0.8
55:33:36,1702,28.36666667,0.68,0.71,0.84
55:33:37,1703,28.38333333,0.67,0.71,0.83
55:33:38,1704,28.4,0.66,0.71,0.78
55:33:39,1705,28.41666667,0.66,0.71,0.78
55:33:40,1706,28.43333333,0.65,0.71,0.83
55:33:41,1707,28.45,0.65,0.71,0.84
55:33:42,1708,28.46666667,0.64,0.71,0.8
55:33:43,1709,28.48333333,0.64,0.71,0.77
55:33:44,1710,28.5,0.64,0.71,0.8
55:33:45,1711,28.51666667,0.64,0.71,0.84
55:33:46,1712,28.53333333,0.63,0.7,0.83
55:33:47,1713,28.55,0.63,0.7,0.79
55:33:48,1714,28.56666667,0.63,0.7,0.77
55:33:49,1715,28.58333333,0.63,0.7,0.82
55:33:50,1716,28.6,0.63,0.7,0.84
55:33:51,1717,28.61666667,0.63,0.7,0.82
55:33:52,1718,28.63333333,0.62,0.7,0.78
55:33:53,1719,28.65,0.62,0.7,0.78
55:33:54,1720,28.66666667,0.62,0.7,0.82
55:33:55,1721,28.68333333,0.62,0.7,0.84
55:33:56,1722,28.7,0.62,0.7,0.81
55:33:57,1723,28.71666667,0.62,0.7,0.77
55:33:58,1724,28.73333333,0.62,0.7,0.78
55:33:59,1725,28.75,0.62,0.7,0.83
55:34:00,1726,28.76666667,0.62,0.7,0.84
55:34:01,1727,28.78333333,0.63,0.7,0.79
55:34:02,1728,28.8,0.63,0.7,0.77
55:34:03,1729,28.81666667,0.63,0.7,0.8
55:34:04,1730,28.83333333,0.64,0.7,0.84
55:34:05,1731,28.85,0.65,0.7,0.82
55:34:06,1732,28.86666667,0.65,0.7,0.78
55:34:07,1733,28.88333333,0.66,0.7,0.78
55:34:08,1734,28.9,0.66,0.7,0.82
55:34:09,1735,28.91666667,0.67,0.7,0.82
55:34:10,1736,28.93333333,0.67,0.7,0.78
55:34:11,1737,28.95,0.67,0.7,0.77
55:34:12,1738,28.96666667,0.67,0.7,0.82
55:34:13,1739,28.98333333,0.67,0.7,0.84
55:34:14,1740,29,0.66,0.7,0.78
55:34:15,1741,29.01666667,0.66,0.7,0.77
55:34:16,1742,29.03333333,0.66,0.7,0.82
55:34:17,1743,29.05,0.66,0.7,0.84
55:34:18,1744,29.06666667,0.66,0.7,0.79
55:34:19,1745,29.08333333,0.66,0.7,0.77
55:34:20,1746,29.1,0.66,0.7,0.81
55:34:21,1747,29.11666667,0.66,0.7,0.84
55:34:22,1748,29.13333333,0.68,0.7,0.81
55:34:23,1749,29.15,0.69,0.7,0.77
55:34:24,1750,29.16666667,0.69,0.7,0.79
55:34:25,1751,29.18333333,0.69,0.7,0.83
55:34:26,1752,29.2,0.69,0.7,0.83
55:34:27,1753,29.21666667,0.68,0.7,0.78
55:34:28,1754,29.23333333,0.68,0.7,0.77
55:34:29,1755,29.25,0.67,0.7,0.81
55:34:30,1756,29.26666667,0.67,0.7,0.84
55:34:31,1757,29.28333333,0.67,0.7,0.81
55:34:32,1758,29.3,0.66,0.7,0.77
55:34:33,1759,29.31666667,0.66,0.7,0.77
55:34:34,1760,29.33333333,0.66,0.7,0.81
55:34:35,1761,29.35,0.67,0.7,0.83
55:34:36,1762,29.36666667,0.68,0.7,0.81
55:34:37,1763,29.38333333,0.69,0.7,0.77
55:34:38,1764,29.4,0.68,0.7,0.77
55:34:39,1765,29.41666667,0.68,0.7,0.82
55:34:40,1766,29.43333333,0.68,0.7,0.83
55:34:41,1767,29.45,0.68,0.7,0.79
55:34:42,1768,29.46666667,0.68,0.7,0.77
55:34:43,1769,29.48333333,0.68,0.7,0.8
55:34:44,1770,29.5,0.68,0.7,0.83
55:34:45,1771,29.51666667,0.68,0.7,0.81
55:34:46,1772,29.53333333,0.67,0.7,0.76
55:34:47,1773,29.55,0.67,0.7,0.78
55:34:48,1774,29.56666667,0.66,0.7,0.83
55:34:49,1775,29.58333333,0.66,0.7,0.82
55:34:50,1776,29.6,0.66,0.7,0.77
55:34:51,1777,29.61666667,0.66,0.7,0.77
55:34:52,1778,29.63333333,0.66,0.7,0.82
55:34:53,1779,29.65,0.66,0.7,0.83
55:34:54,1780,29.66666667,0.66,0.7,0.78
55:34:55,1781,29.68333333,0.66,0.7,0.76
55:34:56,1782,29.7,0.66,0.7,0.8
55:34:57,1783,29.71666667,0.66,0.7,0.83
55:34:58,1784,29.73333333,0.66,0.7,0.8
55:34:59,1785,29.75,0.66,0.7,0.77
55:35:00,1786,29.76666667,0.66,0.7,0.78
55:35:01,1787,29.78333333,0.67,0.7,0.82
55:35:02,1788,29.8,0.67,0.7,0.83
55:35:03,1789,29.81666667,0.68,0.7,0.79
55:35:04,1790,29.83333333,0.68,0.7,0.76
55:35:05,1791,29.85,0.69,0.7,0.79
55:35:06,1792,29.86666667,0.69,0.7,0.83
55:35:07,1793,29.88333333,0.7,0.7,0.81
55:35:08,1794,29.9,0.7,0.7,0.77
55:35:09,1795,29.91666667,0.72,0.7,0.77
55:35:10,1796,29.93333333,0.73,0.7,0.82
55:35:11,1797,29.95,0.75,0.7,0.83
55:35:12,1798,29.96666667,0.76,0.7,0.8
55:35:13,1799,29.98333333,0.77,0.7,0.76
55:35:14,1800,30,0.77,0.7,0.78
55:35:15,1801,30.01666667,0.78,0.7,0.82
55:35:16,1802,30.03333333,0.78,0.7,0.83
55:35:17,1803,30.05,0.78,0.7,0.79
55:35:18,1804,30.06666667,0.78,0.7,0.76
55:35:19,1805,30.08333333,0.79,0.7,0.79
55:35:20,1806,30.1,0.79,0.7,0.83
55:35:21,1807,30.11666667,0.79,0.7,0.82
55:35:22,1808,30.13333333,0.79,0.7,0.78
55:35:23,1809,30.15,0.79,0.7,0.77
55:35:24,1810,30.16666667,0.79,0.7,0.8
55:35:25,1811,30.18333333,0.8,0.7,0.83
55:35:26,1812,30.2,0.8,0.7,0.81
55:35:27,1813,30.21666667,0.8,0.7,0.77
55:35:28,1814,30.23333333,0.8,0.7,0.78
55:35:29,1815,30.25,0.8,0.7,0.82
55:35:30,1816,30.26666667,0.8,0.7,0.82
55:35:31,1817,30.28333333,0.8,0.7,0.78
55:35:32,1818,30.3,0.8,0.7,0.77
55:35:33,1819,30.31666667,0.8,0.7,0.8
55:35:34,1820,30.33333333,0.8,0.7,0.83
55:35:35,1821,30.35,0.8,0.7,0.8
55:35:36,1822,30.36666667,0.8,0.7,0.76
55:35:37,1823,30.38333333,0.8,0.7,0.79
55:35:38,1824,30.4,0.8,0.7,0.83
55:35:39,1825,30.41666667,0.8,0.7,0.81
55:35:40,1826,30.43333333,0.8,0.7,0.76
55:35:41,1827,30.45,0.8,0.7,0.78
55:35:42,1828,30.46666667,0.8,0.7,0.83
55:35:43,1829,30.48333333,0.8,0.7,0.81
55:35:44,1830,30.5,0.8,0.7,0.76
55:35:45,1831,30.51666667,0.8,0.7,0.77
55:35:46,1832,30.53333333,0.8,0.7,0.82
55:35:47,1833,30.55,0.8,0.7,0.81
55:35:48,1834,30.56666667,0.8,0.7,0.77
55:35:49,1835,30.58333333,0.8,0.7,0.77
55:35:50,1836,30.6,0.8,0.7,0.82
55:35:51,1837,30.61666667,0.8,0.7,0.82
55:35:52,1838,30.63333333,0.8,0.7,0.77
55:35:53,1839,30.65,0.8,0.7,0.77
