,,Minutes,replicate 1 ,replicate 2 ,replicate 3
58:39:30,12856,214.2666667,0.2,0.17,0.11
58:39:31,12857,214.2833333,0.2,0.17,0.11
58:39:32,12858,214.3,0.2,0.17,0.11
58:39:33,12859,214.3166667,0.2,0.17,0.11
58:39:34,12860,214.3333333,0.2,0.17,0.11
58:39:35,12861,214.35,0.2,0.17,0.11
58:39:36,12862,214.3666667,0.2,0.17,0.11
58:39:37,12863,214.3833333,0.2,0.17,0.11
58:39:38,12864,214.4,0.2,0.17,0.11
58:39:39,12865,214.4166667,0.2,0.17,0.11
58:39:40,12866,214.4333333,0.2,0.17,0.11
58:39:41,12867,214.45,0.2,0.17,0.11
58:39:42,12868,214.4666667,0.2,0.17,0.11
58:39:43,12869,214.4833333,0.2,0.17,0.11
58:39:44,12870,214.5,0.2,0.17,0.11
58:39:45,12871,214.5166667,0.2,0.17,0.11
58:39:46,12872,214.5333333,0.2,0.17,0.11
58:39:47,12873,214.55,0.2,0.17,0.11
58:39:48,12874,214.5666667,0.2,0.17,0.11
58:39:49,12875,214.5833333,0.2,0.17,0.11
58:39:50,12876,214.6,0.2,0.17,0.11
58:39:51,12877,214.6166667,0.2,0.17,0.11
58:39:52,12878,214.6333333,0.2,0.17,0.11
58:39:53,12879,214.65,0.2,0.17,0.11
58:39:54,12880,214.6666667,0.2,0.17,0.11
58:39:55,12881,214.6833333,0.2,0.17,0.11
58:39:56,12882,214.7,0.2,0.17,0.11
58:39:57,12883,214.7166667,0.2,0.17,0.11
58:39:58,12884,214.7333333,0.2,0.17,0.11
58:39:59,12885,214.75,0.2,0.16,0.11
58:40:00,12886,214.7666667,0.2,0.17,0.11
58:40:01,12887,214.7833333,0.2,0.17,0.1
58:40:02,12888,214.8,0.2,0.16,0.11
58:40:03,12889,214.8166667,0.2,0.16,0.11
58:40:04,12890,214.8333333,0.2,0.16,0.1
58:40:05,12891,214.85,0.2,0.16,0.1
58:40:06,12892,214.8666667,0.2,0.16,0.1
58:40:07,12893,214.8833333,0.2,0.16,0.1
58:40:08,12894,214.9,0.2,0.16,0.1
58:40:09,12895,214.9166667,0.2,0.16,0.1
58:40:10,12896,214.9333333,0.2,0.16,0.1
58:40:11,12897,214.95,0.2,0.16,0.1
58:40:12,12898,214.9666667,0.2,0.16,0.1
58:40:13,12899,214.9833333,0.2,0.16,0.1
58:40:14,12900,215,0.2,0.16,0.1
58:40:15,12901,215.0166667,0.2,0.16,0.1
58:40:16,12902,215.0333333,0.2,0.16,0.1
58:40:17,12903,215.05,0.2,0.16,0.1
58:40:18,12904,215.0666667,0.2,0.16,0.1
58:40:19,12905,215.0833333,0.2,0.16,0.1
58:40:20,12906,215.1,0.2,0.16,0.1
58:40:21,12907,215.1166667,0.2,0.16,0.1
58:40:22,12908,215.1333333,0.2,0.16,0.1
58:40:23,12909,215.15,0.2,0.16,0.1
58:40:24,12910,215.1666667,0.2,0.16,0.1
58:40:25,12911,215.1833333,0.2,0.16,0.1
58:40:26,12912,215.2,0.2,0.16,0.1
58:40:27,12913,215.2166667,0.2,0.16,0.1
58:40:28,12914,215.2333333,0.2,0.16,0.1
58:40:29,12915,215.25,0.2,0.16,0.1
58:40:30,12916,215.2666667,0.2,0.16,0.1
58:40:31,12917,215.2833333,0.2,0.16,0.1
58:40:32,12918,215.3,0.2,0.16,0.1
58:40:33,12919,215.3166667,0.2,0.16,0.1
58:40:34,12920,215.3333333,0.2,0.16,0.1
58:40:35,12921,215.35,0.2,0.16,0.1
58:40:36,12922,215.3666667,0.2,0.16,0.1
58:40:37,12923,215.3833333,0.2,0.16,0.1
58:40:38,12924,215.4,0.2,0.16,0.1
58:40:39,12925,215.4166667,0.2,0.16,0.1
58:40:40,12926,215.4333333,0.2,0.16,0.1
58:40:41,12927,215.45,0.2,0.16,0.1
58:40:42,12928,215.4666667,0.2,0.16,0.1
58:40:43,12929,215.4833333,0.2,0.16,0.1
58:40:44,12930,215.5,0.2,0.16,0.1
58:40:45,12931,215.5166667,0.2,0.16,0.1
58:40:46,12932,215.5333333,0.2,0.16,0.1
58:40:47,12933,215.55,0.2,0.16,0.1
58:40:48,12934,215.5666667,0.2,0.16,0.1
58:40:49,12935,215.5833333,0.2,0.16,0.1
58:40:50,12936,215.6,0.2,0.16,0.1
58:40:51,12937,215.6166667,0.2,0.16,0.1
58:40:52,12938,215.6333333,0.2,0.16,0.1
58:40:53,12939,215.65,0.2,0.16,0.1
58:40:54,12940,215.6666667,0.2,0.16,0.1
58:40:55,12941,215.6833333,0.2,0.16,0.1
58:40:56,12942,215.7,0.2,0.16,0.1
58:40:57,12943,215.7166667,0.2,0.16,0.1
58:40:58,12944,215.7333333,0.2,0.16,0.1
58:40:59,12945,215.75,0.2,0.16,0.1
58:41:00,12946,215.7666667,0.2,0.16,0.1
58:41:01,12947,215.7833333,0.2,0.16,0.1
58:41:02,12948,215.8,0.2,0.16,0.1
58:41:03,12949,215.8166667,0.2,0.16,0.1
58:41:04,12950,215.8333333,0.2,0.16,0.1
58:41:05,12951,215.85,0.2,0.16,0.1
58:41:06,12952,215.8666667,0.2,0.16,0.1
58:41:07,12953,215.8833333,0.2,0.16,0.1
58:41:08,12954,215.9,0.2,0.16,0.1
58:41:09,12955,215.9166667,0.2,0.16,0.1
58:41:10,12956,215.9333333,0.2,0.16,0.1
58:41:11,12957,215.95,0.2,0.16,0.1
58:41:12,12958,215.9666667,0.2,0.16,0.1
58:41:13,12959,215.9833333,0.2,0.16,0.1
58:41:14,12960,216,0.2,0.16,0.1
58:41:15,12961,216.0166667,0.2,0.15,0.1
58:41:16,12962,216.0333333,0.2,0.16,0.1
58:41:17,12963,216.05,0.2,0.16,0.1
58:41:18,12964,216.0666667,0.2,0.15,0.1
58:41:19,12965,216.0833333,0.2,0.16,0.1
58:41:20,12966,216.1,0.2,0.15,0.1
58:41:21,12967,216.1166667,0.2,0.15,0.1
58:41:22,12968,216.1333333,0.2,0.16,0.1
58:41:23,12969,216.15,0.2,0.15,0.1
58:41:24,12970,216.1666667,0.2,0.15,0.1
58:41:25,12971,216.1833333,0.2,0.15,0.1
58:41:26,12972,216.2,0.2,0.15,0.1
58:41:27,12973,216.2166667,0.2,0.15,0.1
58:41:28,12974,216.2333333,0.2,0.15,0.1
58:41:29,12975,216.25,0.2,0.15,0.09
58:41:30,12976,216.2666667,0.19,0.15,0.09
58:41:31,12977,216.2833333,0.19,0.15,0.1
58:41:32,12978,216.3,0.2,0.15,0.09
58:41:33,12979,216.3166667,0.19,0.15,0.09
58:41:34,12980,216.3333333,0.2,0.15,0.09
58:41:35,12981,216.35,0.2,0.15,0.09
58:41:36,12982,216.3666667,0.19,0.15,0.09
58:41:37,12983,216.3833333,0.19,0.15,0.09
58:41:38,12984,216.4,0.2,0.15,0.09
58:41:39,12985,216.4166667,0.19,0.15,0.09
58:41:40,12986,216.4333333,0.2,0.15,0.09
58:41:41,12987,216.45,0.19,0.15,0.09
58:41:42,12988,216.4666667,0.19,0.15,0.09
58:41:43,12989,216.4833333,0.19,0.15,0.09
58:41:44,12990,216.5,0.19,0.15,0.09
58:41:45,12991,216.5166667,0.19,0.15,0.09
58:41:46,12992,216.5333333,0.19,0.15,0.09
58:41:47,12993,216.55,0.19,0.15,0.09
58:41:48,12994,216.5666667,0.19,0.15,0.09
58:41:49,12995,216.5833333,0.19,0.15,0.09
58:41:50,12996,216.6,0.19,0.15,0.09
58:41:51,12997,216.6166667,0.19,0.15,0.09
58:41:52,12998,216.6333333,0.19,0.15,0.09
58:41:53,12999,216.65,0.19,0.15,0.09
58:41:54,13000,216.6666667,0.19,0.15,0.09
58:41:55,13001,216.6833333,0.19,0.15,0.09
58:41:56,13002,216.7,0.19,0.15,0.09
58:41:57,13003,216.7166667,0.19,0.15,0.09
58:41:58,13004,216.7333333,0.19,0.15,0.09
58:41:59,13005,216.75,0.19,0.15,0.09
58:42:00,13006,216.7666667,0.19,0.15,0.09
58:42:01,13007,216.7833333,0.19,0.15,0.09
58:42:02,13008,216.8,0.19,0.15,0.09
58:42:03,13009,216.8166667,0.19,0.15,0.09
58:42:04,13010,216.8333333,0.19,0.15,0.09
58:42:05,13011,216.85,0.19,0.15,0.09
58:42:06,13012,216.8666667,0.19,0.15,0.09
58:42:07,13013,216.8833333,0.19,0.15,0.09
58:42:08,13014,216.9,0.19,0.15,0.09
58:42:09,13015,216.9166667,0.19,0.15,0.09
58:42:10,13016,216.9333333,0.19,0.15,0.09
58:42:11,13017,216.95,0.19,0.15,0.09
58:42:12,13018,216.9666667,0.19,0.15,0.09
58:42:13,13019,216.9833333,0.19,0.15,0.09
58:42:14,13020,217,0.19,0.15,0.09
58:42:15,13021,217.0166667,0.19,0.15,0.09
58:42:16,13022,217.0333333,0.19,0.15,0.09
58:42:17,13023,217.05,0.19,0.15,0.09
58:42:18,13024,217.0666667,0.19,0.15,0.09
58:42:19,13025,217.0833333,0.19,0.15,0.09
58:42:20,13026,217.1,0.19,0.15,0.09
58:42:21,13027,217.1166667,0.19,0.15,0.09
58:42:22,13028,217.1333333,0.19,0.15,0.09
58:42:23,13029,217.15,0.19,0.15,0.09
58:42:24,13030,217.1666667,0.19,0.15,0.09
58:42:25,13031,217.1833333,0.19,0.15,0.09
58:42:26,13032,217.2,0.19,0.15,0.09
58:42:27,13033,217.2166667,0.19,0.15,0.09
58:42:28,13034,217.2333333,0.19,0.15,0.09
58:42:29,13035,217.25,0.19,0.15,0.09
58:42:30,13036,217.2666667,0.19,0.15,0.09
58:42:31,13037,217.2833333,0.19,0.15,0.09
58:42:32,13038,217.3,0.19,0.15,0.09
58:42:33,13039,217.3166667,0.19,0.15,0.09
58:42:34,13040,217.3333333,0.19,0.15,0.09
58:42:35,13041,217.35,0.19,0.15,0.09
58:42:36,13042,217.3666667,0.19,0.15,0.09
58:42:37,13043,217.3833333,0.19,0.14,0.09
58:42:38,13044,217.4,0.19,0.15,0.09
58:42:39,13045,217.4166667,0.19,0.15,0.09
58:42:40,13046,217.4333333,0.19,0.14,0.09
58:42:41,13047,217.45,0.19,0.14,0.09
58:42:42,13048,217.4666667,0.19,0.15,0.09
58:42:43,13049,217.4833333,0.19,0.14,0.09
58:42:44,13050,217.5,0.19,0.14,0.09
58:42:45,13051,217.5166667,0.19,0.15,0.09
58:42:46,13052,217.5333333,0.19,0.14,0.09
58:42:47,13053,217.55,0.19,0.14,0.09
58:42:48,13054,217.5666667,0.19,0.14,0.09
58:42:49,13055,217.5833333,0.19,0.14,0.09
58:42:50,13056,217.6,0.19,0.14,0.09
58:42:51,13057,217.6166667,0.19,0.14,0.09
58:42:52,13058,217.6333333,0.19,0.14,0.08
58:42:53,13059,217.65,0.19,0.14,0.09
58:42:54,13060,217.6666667,0.19,0.14,0.09
58:42:55,13061,217.6833333,0.19,0.14,0.08
58:42:56,13062,217.7,0.19,0.14,0.09
58:42:57,13063,217.7166667,0.19,0.14,0.08
58:42:58,13064,217.7333333,0.19,0.14,0.08
58:42:59,13065,217.75,0.19,0.14,0.08
58:43:00,13066,217.7666667,0.19,0.14,0.08
58:43:01,13067,217.7833333,0.19,0.14,0.08
58:43:02,13068,217.8,0.19,0.14,0.08
58:43:03,13069,217.8166667,0.19,0.14,0.08
58:43:04,13070,217.8333333,0.19,0.14,0.08
58:43:05,13071,217.85,0.19,0.14,0.08
58:43:06,13072,217.8666667,0.19,0.14,0.08
58:43:07,13073,217.8833333,0.19,0.14,0.08
58:43:08,13074,217.9,0.19,0.14,0.08
58:43:09,13075,217.9166667,0.19,0.14,0.08
58:43:10,13076,217.9333333,0.19,0.14,0.08
58:43:11,13077,217.95,0.19,0.14,0.08
58:43:12,13078,217.9666667,0.19,0.14,0.08
58:43:13,13079,217.9833333,0.19,0.14,0.08
58:43:14,13080,218,0.19,0.14,0.08
58:43:15,13081,218.0166667,0.19,0.14,0.08
58:43:16,13082,218.0333333,0.19,0.14,0.08
58:43:17,13083,218.05,0.19,0.14,0.08
58:43:18,13084,218.0666667,0.19,0.14,0.08
58:43:19,13085,218.0833333,0.19,0.14,0.08
58:43:20,13086,218.1,0.19,0.14,0.08
58:43:21,13087,218.1166667,0.19,0.14,0.08
58:43:22,13088,218.1333333,0.19,0.14,0.08
58:43:23,13089,218.15,0.19,0.14,0.08
58:43:24,13090,218.1666667,0.19,0.14,0.08
58:43:25,13091,218.1833333,0.19,0.14,0.08
58:43:26,13092,218.2,0.19,0.14,0.08
58:43:27,13093,218.2166667,0.19,0.14,0.08
58:43:28,13094,218.2333333,0.19,0.14,0.08
58:43:29,13095,218.25,0.19,0.14,0.08
58:43:30,13096,218.2666667,0.19,0.14,0.08
58:43:31,13097,218.2833333,0.19,0.14,0.08
58:43:32,13098,218.3,0.19,0.14,0.08
58:43:33,13099,218.3166667,0.19,0.14,0.08
58:43:34,13100,218.3333333,0.19,0.14,0.08
58:43:35,13101,218.35,0.18,0.14,0.08
58:43:36,13102,218.3666667,0.19,0.14,0.08
58:43:37,13103,218.3833333,0.19,0.14,0.08
58:43:38,13104,218.4,0.18,0.14,0.08
58:43:39,13105,218.4166667,0.19,0.14,0.08
58:43:40,13106,218.4333333,0.19,0.14,0.08
58:43:41,13107,218.45,0.18,0.14,0.08
58:43:42,13108,218.4666667,0.18,0.14,0.08
58:43:43,13109,218.4833333,0.19,0.14,0.08
58:43:44,13110,218.5,0.18,0.14,0.08
58:43:45,13111,218.5166667,0.18,0.14,0.08
58:43:46,13112,218.5333333,0.19,0.14,0.08
58:43:47,13113,218.55,0.18,0.14,0.08
58:43:48,13114,218.5666667,0.18,0.14,0.08
58:43:49,13115,218.5833333,0.18,0.14,0.08
58:43:50,13116,218.6,0.18,0.14,0.08
58:43:51,13117,218.6166667,0.18,0.14,0.08
58:43:52,13118,218.6333333,0.18,0.14,0.08
58:43:53,13119,218.65,0.18,0.14,0.08
58:43:54,13120,218.6666667,0.18,0.14,0.08
58:43:55,13121,218.6833333,0.18,0.14,0.08
58:43:56,13122,218.7,0.18,0.14,0.08
58:43:57,13123,218.7166667,0.18,0.14,0.08
58:43:58,13124,218.7333333,0.18,0.14,0.08
58:43:59,13125,218.75,0.18,0.14,0.08
58:44:00,13126,218.7666667,0.18,0.14,0.08
58:44:01,13127,218.7833333,0.18,0.14,0.08
58:44:02,13128,218.8,0.18,0.14,0.08
58:44:03,13129,218.8166667,0.18,0.13,0.08
58:44:04,13130,218.8333333,0.18,0.13,0.08
58:44:05,13131,218.85,0.18,0.14,0.08
58:44:06,13132,218.8666667,0.18,0.13,0.08
58:44:07,13133,218.8833333,0.18,0.13,0.08
58:44:08,13134,218.9,0.18,0.13,0.08
58:44:09,13135,218.9166667,0.18,0.13,0.08
58:44:10,13136,218.9333333,0.18,0.13,0.08
58:44:11,13137,218.95,0.18,0.13,0.08
58:44:12,13138,218.9666667,0.18,0.13,0.08
58:44:13,13139,218.9833333,0.18,0.13,0.08
58:44:14,13140,219,0.18,0.13,0.08
58:44:15,13141,219.0166667,0.18,0.13,0.08
58:44:16,13142,219.0333333,0.18,0.13,0.08
58:44:17,13143,219.05,0.18,0.13,0.08
58:44:18,13144,219.0666667,0.18,0.13,0.08
58:44:19,13145,219.0833333,0.18,0.13,0.08
58:44:20,13146,219.1,0.18,0.13,0.07
58:44:21,13147,219.1166667,0.18,0.13,0.07
58:44:22,13148,219.1333333,0.18,0.13,0.07
58:44:23,13149,219.15,0.18,0.13,0.07
58:44:24,13150,219.1666667,0.18,0.13,0.07
58:44:25,13151,219.1833333,0.18,0.13,0.07
58:44:26,13152,219.2,0.18,0.13,0.07
58:44:27,13153,219.2166667,0.18,0.13,0.07
58:44:28,13154,219.2333333,0.18,0.13,0.07
58:44:29,13155,219.25,0.18,0.13,0.07
58:44:30,13156,219.2666667,0.18,0.13,0.07
58:44:31,13157,219.2833333,0.18,0.13,0.07
58:44:32,13158,219.3,0.18,0.13,0.07
58:44:33,13159,219.3166667,0.18,0.13,0.07
58:44:34,13160,219.3333333,0.18,0.13,0.07
58:44:35,13161,219.35,0.18,0.13,0.07
58:44:36,13162,219.3666667,0.18,0.13,0.07
58:44:37,13163,219.3833333,0.18,0.13,0.07
58:44:38,13164,219.4,0.18,0.13,0.07
58:44:39,13165,219.4166667,0.18,0.13,0.07
58:44:40,13166,219.4333333,0.18,0.13,0.07
58:44:41,13167,219.45,0.18,0.13,0.07
58:44:42,13168,219.4666667,0.18,0.13,0.07
58:44:43,13169,219.4833333,0.18,0.13,0.07
58:44:44,13170,219.5,0.18,0.13,0.07
58:44:45,13171,219.5166667,0.18,0.13,0.07
58:44:46,13172,219.5333333,0.18,0.13,0.07
58:44:47,13173,219.55,0.18,0.13,0.07
58:44:48,13174,219.5666667,0.18,0.13,0.07
58:44:49,13175,219.5833333,0.18,0.13,0.07
58:44:50,13176,219.6,0.18,0.13,0.07
58:44:51,13177,219.6166667,0.18,0.13,0.07
58:44:52,13178,219.6333333,0.18,0.13,0.07
58:44:53,13179,219.65,0.18,0.13,0.07
58:44:54,13180,219.6666667,0.18,0.13,0.07
58:44:55,13181,219.6833333,0.18,0.13,0.07
58:44:56,13182,219.7,0.18,0.13,0.07
58:44:57,13183,219.7166667,0.18,0.13,0.07
58:44:58,13184,219.7333333,0.18,0.13,0.07
58:44:59,13185,219.75,0.18,0.13,0.07
58:45:00,13186,219.7666667,0.18,0.13,0.07
58:45:01,13187,219.7833333,0.18,0.13,0.07
58:45:02,13188,219.8,0.18,0.13,0.07
58:45:03,13189,219.8166667,0.18,0.13,0.07
58:45:04,13190,219.8333333,0.18,0.13,0.07
58:45:05,13191,219.85,0.18,0.13,0.07
58:45:06,13192,219.8666667,0.18,0.13,0.07
58:45:07,13193,219.8833333,0.18,0.13,0.07
58:45:08,13194,219.9,0.18,0.13,0.07
58:45:09,13195,219.9166667,0.18,0.13,0.07
58:45:10,13196,219.9333333,0.18,0.13,0.07
58:45:11,13197,219.95,0.18,0.13,0.07
58:45:12,13198,219.9666667,0.18,0.13,0.07
58:45:13,13199,219.9833333,0.18,0.13,0.07
58:45:14,13200,220,0.18,0.13,0.07
58:45:15,13201,220.0166667,0.18,0.13,0.07
58:45:16,13202,220.0333333,0.18,0.13,0.07
58:45:17,13203,220.05,0.18,0.13,0.07
58:45:18,13204,220.0666667,0.18,0.13,0.07
58:45:19,13205,220.0833333,0.18,0.12,0.07
58:45:20,13206,220.1,0.18,0.13,0.07
58:45:21,13207,220.1166667,0.18,0.13,0.07
58:45:22,13208,220.1333333,0.18,0.12,0.07
58:45:23,13209,220.15,0.18,0.13,0.07
58:45:24,13210,220.1666667,0.18,0.13,0.07
58:45:25,13211,220.1833333,0.18,0.12,0.07
58:45:26,13212,220.2,0.18,0.13,0.07
58:45:27,13213,220.2166667,0.18,0.12,0.07
58:45:28,13214,220.2333333,0.18,0.12,0.07
58:45:29,13215,220.25,0.18,0.12,0.07
58:45:30,13216,220.2666667,0.18,0.12,0.07
58:45:31,13217,220.2833333,0.18,0.12,0.07
58:45:32,13218,220.3,0.18,0.12,0.07
58:45:33,13219,220.3166667,0.18,0.12,0.07
58:45:34,13220,220.3333333,0.18,0.12,0.07
58:45:35,13221,220.35,0.18,0.12,0.07
58:45:36,13222,220.3666667,0.18,0.12,0.07
58:45:37,13223,220.3833333,0.18,0.12,0.07
58:45:38,13224,220.4,0.18,0.12,0.07
58:45:39,13225,220.4166667,0.18,0.12,0.07
58:45:40,13226,220.4333333,0.18,0.12,0.07
58:45:41,13227,220.45,0.18,0.12,0.07
58:45:42,13228,220.4666667,0.17,0.12,0.07
58:45:43,13229,220.4833333,0.18,0.12,0.07
58:45:44,13230,220.5,0.18,0.12,0.06
58:45:45,13231,220.5166667,0.17,0.12,0.07
58:45:46,13232,220.5333333,0.18,0.12,0.06
58:45:47,13233,220.55,0.18,0.12,0.06
58:45:48,13234,220.5666667,0.17,0.12,0.07
58:45:49,13235,220.5833333,0.18,0.12,0.06
58:45:50,13236,220.6,0.17,0.12,0.06
58:45:51,13237,220.6166667,0.17,0.12,0.06
58:45:52,13238,220.6333333,0.18,0.12,0.06
58:45:53,13239,220.65,0.18,0.12,0.06
58:45:54,13240,220.6666667,0.17,0.12,0.06
58:45:55,13241,220.6833333,0.17,0.12,0.06
58:45:56,13242,220.7,0.17,0.12,0.06
58:45:57,13243,220.7166667,0.17,0.12,0.06
58:45:58,13244,220.7333333,0.17,0.12,0.06
58:45:59,13245,220.75,0.17,0.12,0.06
58:46:00,13246,220.7666667,0.17,0.12,0.06
58:46:01,13247,220.7833333,0.17,0.12,0.06
58:46:02,13248,220.8,0.17,0.12,0.06
58:46:03,13249,220.8166667,0.17,0.12,0.06
58:46:04,13250,220.8333333,0.17,0.12,0.06
58:46:05,13251,220.85,0.17,0.12,0.06
58:46:06,13252,220.8666667,0.17,0.12,0.06
58:46:07,13253,220.8833333,0.17,0.12,0.06
58:46:08,13254,220.9,0.17,0.12,0.06
58:46:09,13255,220.9166667,0.17,0.12,0.06
58:46:10,13256,220.9333333,0.17,0.12,0.06
58:46:11,13257,220.95,0.17,0.12,0.06
58:46:12,13258,220.9666667,0.17,0.12,0.06
58:46:13,13259,220.9833333,0.17,0.12,0.06
58:46:14,13260,221,0.17,0.12,0.06
58:46:15,13261,221.0166667,0.17,0.12,0.06
58:46:16,13262,221.0333333,0.17,0.12,0.06
58:46:17,13263,221.05,0.17,0.12,0.06
58:46:18,13264,221.0666667,0.17,0.12,0.06
58:46:19,13265,221.0833333,0.17,0.12,0.06
58:46:20,13266,221.1,0.17,0.12,0.06
58:46:21,13267,221.1166667,0.17,0.12,0.06
58:46:22,13268,221.1333333,0.17,0.12,0.06
58:46:23,13269,221.15,0.17,0.12,0.06
58:46:24,13270,221.1666667,0.17,0.12,0.06
58:46:25,13271,221.1833333,0.17,0.12,0.06
58:46:26,13272,221.2,0.17,0.12,0.06
58:46:27,13273,221.2166667,0.17,0.12,0.06
58:46:28,13274,221.2333333,0.17,0.12,0.06
58:46:29,13275,221.25,0.17,0.12,0.06
58:46:30,13276,221.2666667,0.17,0.12,0.06
58:46:31,13277,221.2833333,0.17,0.12,0.06
58:46:32,13278,221.3,0.17,0.12,0.06
58:46:33,13279,221.3166667,0.17,0.12,0.06
58:46:34,13280,221.3333333,0.17,0.12,0.06
58:46:35,13281,221.35,0.17,0.12,0.06
58:46:36,13282,221.3666667,0.17,0.12,0.06
58:46:37,13283,221.3833333,0.17,0.12,0.06
58:46:38,13284,221.4,0.17,0.12,0.06
58:46:39,13285,221.4166667,0.17,0.12,0.06
58:46:40,13286,221.4333333,0.17,0.12,0.06
58:46:41,13287,221.45,0.17,0.12,0.06
58:46:42,13288,221.4666667,0.17,0.12,0.06
58:46:43,13289,221.4833333,0.17,0.11,0.06
58:46:44,13290,221.5,0.17,0.12,0.06
58:46:45,13291,221.5166667,0.17,0.11,0.06
58:46:46,13292,221.5333333,0.17,0.11,0.06
58:46:47,13293,221.55,0.17,0.12,0.06
58:46:48,13294,221.5666667,0.17,0.11,0.06
58:46:49,13295,221.5833333,0.17,0.11,0.06
58:46:50,13296,221.6,0.17,0.11,0.06
58:46:51,13297,221.6166667,0.17,0.11,0.06
58:46:52,13298,221.6333333,0.17,0.11,0.06
58:46:53,13299,221.65,0.17,0.11,0.06
58:46:54,13300,221.6666667,0.17,0.11,0.06
58:46:55,13301,221.6833333,0.17,0.11,0.06
58:46:56,13302,221.7,0.17,0.11,0.06
58:46:57,13303,221.7166667,0.17,0.11,0.06
58:46:58,13304,221.7333333,0.17,0.11,0.06
58:46:59,13305,221.75,0.17,0.11,0.06
58:47:00,13306,221.7666667,0.17,0.11,0.06
58:47:01,13307,221.7833333,0.17,0.11,0.06
58:47:02,13308,221.8,0.17,0.11,0.06
58:47:03,13309,221.8166667,0.17,0.11,0.06
58:47:04,13310,221.8333333,0.17,0.11,0.06
58:47:05,13311,221.85,0.17,0.11,0.06
58:47:06,13312,221.8666667,0.17,0.11,0.06
58:47:07,13313,221.8833333,0.17,0.11,0.06
58:47:08,13314,221.9,0.17,0.11,0.06
58:47:09,13315,221.9166667,0.17,0.11,0.06
58:47:10,13316,221.9333333,0.17,0.11,0.06
58:47:11,13317,221.95,0.17,0.11,0.06
58:47:12,13318,221.9666667,0.17,0.11,0.05
58:47:13,13319,221.9833333,0.17,0.11,0.06
58:47:14,13320,222,0.17,0.11,0.05
58:47:15,13321,222.0166667,0.17,0.11,0.05
58:47:16,13322,222.0333333,0.17,0.11,0.05
58:47:17,13323,222.05,0.17,0.11,0.05
58:47:18,13324,222.0666667,0.17,0.11,0.05
58:47:19,13325,222.0833333,0.17,0.11,0.05
58:47:20,13326,222.1,0.17,0.11,0.05
58:47:21,13327,222.1166667,0.17,0.11,0.05
58:47:22,13328,222.1333333,0.17,0.11,0.05
58:47:23,13329,222.15,0.17,0.11,0.05
58:47:24,13330,222.1666667,0.17,0.11,0.05
58:47:25,13331,222.1833333,0.17,0.11,0.05
58:47:26,13332,222.2,0.17,0.11,0.05
58:47:27,13333,222.2166667,0.17,0.11,0.05
58:47:28,13334,222.2333333,0.17,0.11,0.05
58:47:29,13335,222.25,0.17,0.11,0.05
58:47:30,13336,222.2666667,0.17,0.11,0.05
58:47:31,13337,222.2833333,0.17,0.11,0.05
58:47:32,13338,222.3,0.17,0.11,0.05
58:47:33,13339,222.3166667,0.17,0.11,0.05
58:47:34,13340,222.3333333,0.17,0.11,0.05
58:47:35,13341,222.35,0.17,0.11,0.05
58:47:36,13342,222.3666667,0.17,0.11,0.05
58:47:37,13343,222.3833333,0.17,0.11,0.05
58:47:38,13344,222.4,0.17,0.11,0.05
58:47:39,13345,222.4166667,0.17,0.11,0.05
58:47:40,13346,222.4333333,0.17,0.11,0.05
58:47:41,13347,222.45,0.17,0.11,0.05
58:47:42,13348,222.4666667,0.17,0.11,0.05
58:47:43,13349,222.4833333,0.17,0.11,0.05
58:47:44,13350,222.5,0.17,0.11,0.05
58:47:45,13351,222.5166667,0.17,0.11,0.05
58:47:46,13352,222.5333333,0.16,0.11,0.05
58:47:47,13353,222.55,0.17,0.11,0.05
58:47:48,13354,222.5666667,0.17,0.11,0.05
58:47:49,13355,222.5833333,0.16,0.11,0.05
58:47:50,13356,222.6,0.17,0.11,0.05
58:47:51,13357,222.6166667,0.17,0.11,0.05
58:47:52,13358,222.6333333,0.16,0.11,0.05
58:47:53,13359,222.65,0.16,0.11,0.05
58:47:54,13360,222.6666667,0.17,0.11,0.05
58:47:55,13361,222.6833333,0.17,0.11,0.05
58:47:56,13362,222.7,0.16,0.11,0.05
58:47:57,13363,222.7166667,0.16,0.11,0.05
58:47:58,13364,222.7333333,0.17,0.11,0.05
58:47:59,13365,222.75,0.16,0.11,0.05
58:48:00,13366,222.7666667,0.16,0.11,0.05
58:48:01,13367,222.7833333,0.16,0.11,0.05
58:48:02,13368,222.8,0.16,0.1,0.05
58:48:03,13369,222.8166667,0.16,0.11,0.05
58:48:04,13370,222.8333333,0.16,0.11,0.05
58:48:05,13371,222.85,0.16,0.1,0.05
58:48:06,13372,222.8666667,0.16,0.1,0.05
58:48:07,13373,222.8833333,0.16,0.11,0.05
58:48:08,13374,222.9,0.16,0.1,0.05
58:48:09,13375,222.9166667,0.16,0.1,0.05
58:48:10,13376,222.9333333,0.16,0.1,0.05
58:48:11,13377,222.95,0.16,0.1,0.05
58:48:12,13378,222.9666667,0.16,0.1,0.05
58:48:13,13379,222.9833333,0.16,0.1,0.05
58:48:14,13380,223,0.16,0.1,0.05
58:48:15,13381,223.0166667,0.16,0.1,0.05
58:48:16,13382,223.0333333,0.16,0.1,0.05
58:48:17,13383,223.05,0.16,0.1,0.05
58:48:18,13384,223.0666667,0.16,0.1,0.05
58:48:19,13385,223.0833333,0.16,0.1,0.05
58:48:20,13386,223.1,0.16,0.1,0.05
