"","Nonnao-new Last (V)","BPV-G Last (V)","BPV Educational Toolkit Last (V)","BPV-A Last (V)","Single-ended 5 Last (V)","BPV-C Last (V)","BPV-H  Last (V)","BPV-B Last (V)","BPV-F CAP-Charg. Dif 9 - 10 Last (V)","Mud-Power Last (V)"
"126:18:04","-0.247","-0.231","-0.517","-0.007","0.000","-0.062","-0.321","-0.114","-0.551","-0.385"
"126:18:05","-0.247","-0.231","-0.517","-0.007","0.000","-0.062","-0.321","-0.114","-0.551","-0.385"
"126:18:06","-0.247","-0.231","-0.517","-0.007","0.000","-0.062","-0.321","-0.114","-0.551","-0.385"
"126:18:07","-0.247","-0.231","-0.517","-0.007","0.000","-0.062","-0.321","-0.114","-0.551","-0.385"
"126:18:08","-0.247","-0.231","-0.517","-0.007","0.000","-0.062","-0.321","-0.114","-0.551","-0.385"
"126:18:09","-0.247","-0.231","-0.518","-0.007","0.000","-0.062","-0.321","-0.114","-0.551","-0.385"
"126:18:10","-0.247","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:11","-0.247","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:12","-0.247","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:13","-0.247","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:14","-0.247","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:15","-0.247","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:16","-0.246","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:17","-0.246","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:18","-0.246","-0.231","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:19","-0.246","-0.230","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:20","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:21","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:22","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:23","-0.246","-0.230","-0.521","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:24","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:25","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:26","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:27","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:28","-0.246","-0.230","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:29","-0.246","-0.230","-0.514","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:30","-0.246","-0.230","-0.514","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:31","-0.246","-0.230","-0.514","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:32","-0.246","-0.230","-0.516","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:33","-0.246","-0.230","-0.515","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:34","-0.246","-0.230","-0.514","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:35","-0.246","-0.230","-0.516","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:36","-0.246","-0.230","-0.518","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:37","-0.246","-0.230","-0.518","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:38","-0.246","-0.230","-0.518","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:39","-0.246","-0.230","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:40","-0.246","-0.230","-0.519","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:41","-0.246","-0.230","-0.518","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:42","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:43","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:44","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:45","-0.246","-0.230","-0.521","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:46","-0.246","-0.230","-0.521","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:47","-0.246","-0.230","-0.516","-0.007","0.000","-0.062","-0.321","-0.113","-0.551","-0.385"
"126:18:48","-0.246","-0.230","-0.515","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:49","-0.246","-0.230","-0.516","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:50","-0.246","-0.230","-0.517","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:51","-0.246","-0.230","-0.517","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:52","-0.246","-0.230","-0.514","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:53","-0.246","-0.230","-0.516","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:54","-0.246","-0.230","-0.513","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:55","-0.246","-0.230","-0.516","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:56","-0.246","-0.230","-0.519","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:57","-0.246","-0.230","-0.518","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:58","-0.246","-0.230","-0.519","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:18:59","-0.246","-0.230","-0.518","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:19:00","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.385"
"126:19:01","-0.246","-0.230","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:02","-0.246","-0.230","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:03","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:04","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:05","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:06","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:07","-0.246","-0.230","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:08","-0.246","-0.230","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:09","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:10","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:11","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:12","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:13","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:14","-0.246","-0.229","-0.518","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:15","-0.246","-0.229","-0.519","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:16","-0.246","-0.229","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:17","-0.246","-0.229","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:18","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:19","-0.246","-0.229","-0.519","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:20","-0.246","-0.229","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:21","-0.246","-0.229","-0.520","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:22","-0.246","-0.229","-0.519","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:23","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:24","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:25","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.551","-0.384"
"126:19:26","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:27","-0.246","-0.229","-0.523","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:28","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:29","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:30","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:31","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:32","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:33","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:34","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:35","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:36","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:37","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:38","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:39","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.112","-0.552","-0.384"
"126:19:40","-0.246","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:41","-0.246","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:42","-0.245","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:43","-0.245","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:44","-0.245","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:45","-0.245","-0.229","-0.520","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:46","-0.245","-0.229","-0.520","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:47","-0.245","-0.229","-0.520","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:48","-0.245","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:49","-0.245","-0.229","-0.520","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:50","-0.245","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:51","-0.245","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:52","-0.245","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:53","-0.245","-0.229","-0.521","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:54","-0.245","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:55","-0.245","-0.229","-0.523","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:56","-0.245","-0.229","-0.522","-0.007","0.000","-0.062","-0.321","-0.111","-0.552","-0.384"
"126:19:57","-0.245","-0.228","-0.523","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:19:58","-0.245","-0.228","-0.523","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:19:59","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:00","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:01","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:02","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:03","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:04","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:05","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:06","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:07","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:08","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:09","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:10","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:11","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:12","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:13","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:14","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:15","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:16","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:17","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:18","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:19","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:20","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:21","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:22","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:23","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:24","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:25","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:26","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:27","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:28","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:29","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:30","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:31","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:32","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:33","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:34","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:35","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:36","-0.245","-0.228","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:37","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:38","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:39","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:40","-0.245","-0.228","-0.522","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:41","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:42","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:43","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:44","-0.245","-0.228","-0.525","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:45","-0.245","-0.228","-0.524","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:46","-0.245","-0.228","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:47","-0.245","-0.227","-0.526","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:48","-0.245","-0.227","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:49","-0.245","-0.227","-0.527","-0.007","0.000","-0.062","-0.321","-0.110","-0.552","-0.384"
"126:20:50","-0.245","-0.227","-0.528","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:51","-0.245","-0.227","-0.528","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:52","-0.245","-0.227","-0.528","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:53","-0.245","-0.227","-0.528","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:54","-0.245","-0.227","-0.528","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:55","-0.245","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:56","-0.245","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:57","-0.245","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:58","-0.245","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:20:59","-0.245","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:00","-0.245","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:01","-0.245","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:02","-0.245","-0.227","-0.530","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:03","-0.245","-0.227","-0.530","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:04","-0.244","-0.227","-0.530","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:05","-0.244","-0.227","-0.530","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:06","-0.244","-0.227","-0.528","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:07","-0.244","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:08","-0.244","-0.227","-0.528","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:09","-0.244","-0.227","-0.528","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:10","-0.244","-0.227","-0.530","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:11","-0.244","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:12","-0.244","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
"126:21:13","-0.244","-0.227","-0.529","-0.007","0.000","-0.062","-0.321","-0.109","-0.552","-0.384"
